100PCT	NIL35
cyclo cross	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cyclocross	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
cyclocross	http://dbpedia.org/resource/Cyclo-cross
cyclocross	http://dbpedia.org/resource/Cyclo-cross
davidcameron	http://dbpedia.org/resource/David_Cameron
detikcom	NIL41
@detikco	NIL41
@detikho	NIL42
djbeard1	NIL112
donnajoan2410	NIL113
doogleq	NIL114
double_canister	NIL115
double_canister	NIL115
drinkaware	NIL279
duncs197916	NIL116
england	http://dbpedia.org/resource/England_national_football_team
epilepsy	http://dbpedia.org/resource/Epilepsy
f1	http://dbpedia.org/resource/Formula_One
football_league	http://dbpedia.org/resource/The_Football_League
formula 1	http://dbpedia.org/resource/Formula_One
frazermccoll	NIL123
gandy_gooner	NIL126
gazatwita	NIL128
gemmastorey	NIL129
ghoulinaa	NIL131
gooner1947	NIL136
goonergang	NIL138
greenygreen96	NIL140
habitatuk	http://dbpedia.org/resource/Habitat_(retailer)
harrietpurnellx	NIL142
haywardmusic	http://dbpedia.org/resource/Justin_Hayward
henrywinter	http://dbpedia.org/resource/Henry_Winter
hollyoaks	http://dbpedia.org/resource/Hollyoaks
hpm3_h	NIL145
iPad	http://dbpedia.org/resource/IPad
icehockey	http://dbpedia.org/resource/Ice_hockey
icriedwolfuk	NIL3
ikea	http://dbpedia.org/resource/IKEA
ikea	http://dbpedia.org/resource/IKEA
infojakarta	NIL289
isleofislay	http://dbpedia.org/resource/Islay
jack	NIL147
jackhurley6	NIL148
james_a_pt	NIL150
janebar83	NIL151
jimbobgooner	NIL155
joeremblance	NIL156
jonathonross	http://dbpedia.org/resource/Jonathan_Ross
kxleeuy	NIL167
laurenmcallan	NIL168
lewis	http://dbpedia.org/resource/Lewis_Hamilton
lex_looper	NIL171
lindainoz07	NIL173
lindainoz07	NIL173
loz_mc_	NIL174
luc_bvb	NIL175
lucyCwhitehead	NIL176
lynxlynx8	NIL178
maltesers	http://dbpedia.org/resource/Maltesers
mariastamp1	NIL184
martingujan	NIL187
mary j blige	http://dbpedia.org/resource/Mary_J._Blige
be without you	http://dbpedia.org/resource/Be_Without_You
megan_powellx	NIL192
milton keynes	http://dbpedia.org/resource/Milton_Keynes
miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
miltonkeyneslightening	http://dbpedia.org/resource/Milton_Keynes_Lightning
miltonkeyneswcx	NIL4
mk_citizen	http://dbpedia.org/resource/Milton_Keynes_Citizen
mkarmy	NIL200
mkcx	NIL7
mkfm	NIL291
@mklibrarie	NIL27
mkwccx	NIL4
mkwcx	NIL4
networkrail	http://dbpedia.org/resource/Network_Rail
newsnight	http://dbpedia.org/resource/Newsnight
nickdawks	NIL210
nickimonge	NIL211
nico_rosberg	http://dbpedia.org/resource/Nico_Rosberg
no shave November	http://dbpedia.org/resource/Movember
nsbits	NIL46
oceanCRIES	NIL47
oldpicsarchive	NIL294
oliverwaters	NIL213
omgAdamSaleh	NIL215
omgAdamSaleh	NIL215
peterjlambert	NIL220
pjbish	NIL222
pjbish	NIL222
planetoftheapes	http://dbpedia.org/resource/Planet_of_the_Apes
polenastics	NIL30
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
purpleMash	NIL224
queenteapot	NIL225
ram_gooner182	NIL226
ram_gooner182	NIL226
rdgmartin	NIL227
reashninja	NIL228
rioferdy5	http://dbpedia.org/resource/Rio_Ferdinand
robertkingsland	NIL231
roxy reynolds	http://dbpedia.org/resource/Roxy_Reynolds
rrrosco	NIL233
samspge	NIL236
shotta_gooner	NIL239
sj17burns	NIL240
slang4201	NIL242
sligokitty	NIL243
snaffleweb	NIL244
snow_charlie	NIL245
soniaodedra	NIL246
spurs	http://dbpedia.org/resource/Tottenham_Hotspur_F.C.
stadium:mk	http://dbpedia.org/resource/Stadium_mk
subway	http://dbpedia.org/resource/Subway_(restaurant)
sven_nys	http://dbpedia.org/resource/Sven_Nys
sven_nys	http://dbpedia.org/resource/Sven_Nys
takethat	http://dbpedia.org/resource/Take_That
tarasch95	NIL249
thecentremk	http://dbpedia.org/resource/Central_Milton_Keynes_Shopping_Centre
theeventscom	NIL56
thejonnyedge	NIL252
theswimshed	NIL254
tiff_tv	http://dbpedia.org/resource/Tiff_Needell
toolroomrecords	NIL301
topical_storm	NIL256
tottenham	http://dbpedia.org/resource/Tottenham_Hotspur_F.C.
treeinafield	NIL257
turkey	http://dbpedia.org/resource/Turkey
twitter	http://dbpedia.org/resource/Twitter
twitter	http://dbpedia.org/resource/Twitter
typicalfoot	NIL259
tyseley	NIL260
uci World Cup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
uci YouTube channel	NIL302
uk	http://dbpedia.org/resource/United_Kingdom
union j	http://dbpedia.org/resource/Union_J
union j	http://dbpedia.org/resource/Union_J
unlikely_outlaw	NIL261
utd	http://dbpedia.org/resource/Manchester_United_F.C.
velorunner	NIL303
wcmiltonkeynes	NIL4
wearejames	http://dbpedia.org/resource/James_(band)
whitneyjadek	NIL263
wildbangarang	NIL305
woodysirish	NIL267
woodysirish	NIL267
woodysirish	NIL267
xmaarkyx	NIL268
xmas	http://dbpedia.org/resource/Christmas
youth group	http://dbpedia.org/resource/Youth_Group
the verve	http://dbpedia.org/resource/The_Verve
Obama	http://dbpedia.org/resource/Barack_Obama
peterbakernyt	http://dbpedia.org/resource/Peter_Baker_(author)
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
cnnbrk	NIL858
Syrian	http://dbpedia.org/resource/Syrian_people
Syrian	http://dbpedia.org/resource/Syrian_people
Gaudinot	http://dbpedia.org/resource/Louis_Gaudinot
TElliott125	http://dbpedia.org/resource/Tim_Elliott
ufc	http://dbpedia.org/resource/Ultimate_Fighting_Championship
UFC164	http://dbpedia.org/resource/UFC_164
Sean Kingston	http://dbpedia.org/resource/Sean_Kingston
USC	http://dbpedia.org/resource/University_of_Southern_California
Western	http://dbpedia.org/resource/California_Western_School_of_Law
oweekwestern	NIL977
AC360	http://dbpedia.org/resource/Anderson_Cooper_360°
CNN	http://dbpedia.org/resource/CNN
Iran'ian	http://dbpedia.org/resource/Iranian_peoples
Iraq	http://dbpedia.org/resource/Iraq
Iraq'i	http://dbpedia.org/resource/Iraqi_people
Syria	http://dbpedia.org/resource/Syria
peymaneh123	NIL638
cnnbrk	NIL858
AP	http://dbpedia.org/resource/Associated_Press
Indian	http://dbpedia.org/resource/Indian_people
AJELive	http://dbpedia.org/resource/Al_Jazeera_English
Egypt	http://dbpedia.org/resource/Egypt
Mubarak	http://dbpedia.org/resource/Hosni_Mubarak
hazelrosemary	NIL378
bartra	http://dbpedia.org/resource/Marc_Bartra
Cesc	http://dbpedia.org/resource/Cesc_Fàbregas
dossantos	http://dbpedia.org/resource/Giovani_dos_Santos
fcb	http://dbpedia.org/resource/FC_Barcelona
iniesta	http://dbpedia.org/resource/Andrés_Iniesta
Valencia	http://dbpedia.org/resource/Valencia_CF
Lia	NIL511
barcastuff	NIL822
fcblive	NIL881
Europe	http://dbpedia.org/resource/Europe
reuters	http://dbpedia.org/resource/Reuters
Syrian war	http://dbpedia.org/resource/Syrian_Civil_War
Europe	http://dbpedia.org/resource/Europe
reuters	http://dbpedia.org/resource/Reuters
Syrian war	http://dbpedia.org/resource/Syrian_Civil_War
VALERIEin140	NIL777
Syria	http://dbpedia.org/resource/Syria
Syria	http://dbpedia.org/resource/Syria
SwissNetInc	NIL1021
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
TeaPartyCat	NIL1024
Kerry	http://dbpedia.org/resource/John_Kerry
sarin	http://dbpedia.org/resource/Sarin
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
haaretzcom	NIL905
Assad	http://dbpedia.org/resource/Bashar_al-Assad
Syria	http://dbpedia.org/resource/Syria
Assad	http://dbpedia.org/resource/Bashar_al-Assad
Syria	http://dbpedia.org/resource/Syria
nouha3s	NIL612
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
washingtonpost	http://dbpedia.org/resource/The_Washington_Post
Assad	http://dbpedia.org/resource/Bashar_al-Assad
Kerry	http://dbpedia.org/resource/John_Kerry
Sarin	http://dbpedia.org/resource/Sarin
Syria	http://dbpedia.org/resource/Syria
Salim Idriss	http://dbpedia.org/resource/Salim_Idris
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
zaidbenjamin	NIL795
LancsPolice	http://dbpedia.org/resource/Lancashire_Constabulary
Leyland	http://dbpedia.org/resource/Leyland,_Lancashire
St Mary's High Sch	NIL60
LGBTQ	http://dbpedia.org/resource/LGBT
Russia	http://dbpedia.org/resource/Russia
AP	http://dbpedia.org/resource/Associated_Press
Brooklyn	http://dbpedia.org/resource/Brooklyn
al-Qaeda	http://dbpedia.org/resource/Al-Qaeda
Syria	http://dbpedia.org/resource/Syria
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
US military	http://dbpedia.org/resource/United_States_Armed_Forces
BarackObama	http://dbpedia.org/resource/Barack_Obama_on_social_media
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
9NewsNOW	NIL804
9NewsNOW	NIL804
Syria	http://dbpedia.org/resource/Syria
Syrian	http://dbpedia.org/resource/Syrian_people
Manchester United	http://dbpedia.org/resource/Manchester_United_F.C.
Mesut Ozil	http://dbpedia.org/resource/Mesut_Özil
Real Madrid	http://dbpedia.org/resource/Real_Madrid_C.F.
Sky Sports	http://dbpedia.org/resource/Sky_Sports
TransferNewsCen	NIL1044
VFL	http://dbpedia.org/resource/Victorian_Football_League
Kane Lambert	NIL471
NBluesFC	NIL93
London	http://dbpedia.org/resource/London
metpoliceuk	http://dbpedia.org/resource/Metropolitan_Police_Service
Southall	http://dbpedia.org/resource/Southall
Simran Edwin	NIL716
Russia	http://dbpedia.org/resource/Russia
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
Russia	http://dbpedia.org/resource/Russia
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
TelegraphNews	NIL1025
Britain	http://dbpedia.org/resource/United_Kingdom
Syria	http://dbpedia.org/resource/Syria
heWIZARD	NIL908
British	http://dbpedia.org/resource/British_people
Iraq	http://dbpedia.org/resource/Iraq
AP	http://dbpedia.org/resource/Associated_Press
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
HCAFC	http://dbpedia.org/resource/Hull_City_A.F.C.
Hull City	http://dbpedia.org/resource/Hull_City_A.F.C.
Matty Fryatt	http://dbpedia.org/resource/Matty_Fryatt
NFFC	http://dbpedia.org/resource/Nottingham_Forest_F.C.
Nottingham Forest	http://dbpedia.org/resource/Nottingham_Forest_F.C.
SkySportsPeteO	NIL721
Arsenal	http://dbpedia.org/resource/Arsenal_F.C.
FOXSoccer	http://dbpedia.org/resource/Fox_Soccer
Mesut Ozil	http://dbpedia.org/resource/Mesut_Özil
Sky	NIL101
ManUtdStuff	NIL944
AP	http://dbpedia.org/resource/Associated_Press
French	http://dbpedia.org/resource/French_people
Syrian	http://dbpedia.org/resource/Syrian_people
Syria	http://dbpedia.org/resource/Syria
Nigerian	http://dbpedia.org/resource/Nigerians
Cuba	http://dbpedia.org/resource/Cuba
DianaNyad	http://dbpedia.org/resource/Diana_Nyad
Florida	http://dbpedia.org/resource/Florida
NewsBreaker	NIL965
McCain	http://dbpedia.org/resource/John_McCain
Syria	http://dbpedia.org/resource/Syria
cnnbrk	NIL858
charlespgarcia	http://dbpedia.org/resource/Charles_García
charlespgarcia	http://dbpedia.org/resource/Charles_García
John Kerry	http://dbpedia.org/resource/John_Kerry
Syria	http://dbpedia.org/resource/Syria
The New Yorker	http://dbpedia.org/resource/The_New_Yorker
AllenWest	http://dbpedia.org/resource/Allen_West_(politician)
Benghazi	http://dbpedia.org/resource/Benghazi
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
RUSSIA	http://dbpedia.org/resource/Russia
SYRIA	http://dbpedia.org/resource/Syria
SYRIA	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
RUSSIA	http://dbpedia.org/resource/Russia
SYRIA	http://dbpedia.org/resource/Syria
SYRIA	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
U.S.	http://dbpedia.org/resource/United_States
Obama	http://dbpedia.org/resource/Barack_Obama
PrisonPlanet	http://dbpedia.org/resource/Alex_Jones_(radio_host)
Syria	http://dbpedia.org/resource/Syria
SBSNews	http://dbpedia.org/resource/SBS_World_News
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
SBSNews	http://dbpedia.org/resource/SBS_World_News
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
sharpfang	NIL704
NY	http://dbpedia.org/resource/New_York
JohnBoozman	http://dbpedia.org/resource/John_Boozman
Arab League	http://dbpedia.org/resource/Arab_League
realDonaldTrump	http://dbpedia.org/resource/Donald_Trump
Syria	http://dbpedia.org/resource/Syria
Refugees	http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees
Syria	http://dbpedia.org/resource/Syria
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
Asaram Bapu	http://dbpedia.org/resource/Asaram_Bapu
India	http://dbpedia.org/resource/India
Assad	http://dbpedia.org/resource/Bashar_al-Assad
Qatar	http://dbpedia.org/resource/Qatar
Syrians	http://dbpedia.org/resource/Syrian_people
BBCNewsday	NIL828
bbcworldservice	http://dbpedia.org/resource/BBC_World_Service
Miami	http://dbpedia.org/resource/Miami
Miami	http://dbpedia.org/resource/Miami
Menendez	http://dbpedia.org/resource/Bob_Menendez
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
CBSThisMorning	http://dbpedia.org/resource/CBS_This_Morning
Bashar	http://dbpedia.org/resource/Bashar_al-Assad
THE_47th	NIL1028
Israeli	http://dbpedia.org/resource/Israelis
Mediterranean	http://dbpedia.org/resource/Mediterranean_Sea
reuters	http://dbpedia.org/resource/Reuters
Russia	http://dbpedia.org/resource/Russia
Israeli	http://dbpedia.org/resource/Israelis
reuters	http://dbpedia.org/resource/Reuters
Russia	http://dbpedia.org/resource/Russia
CodeWode	NIL859
Syria	http://dbpedia.org/resource/Syria
foreignoffice	http://dbpedia.org/resource/Foreign_and_Commonwealth_Office
HMATomFletcher	http://dbpedia.org/resource/Thomas_Fletcher_(diplomat)
Lebanon	http://dbpedia.org/resource/Lebanon
Syria	http://dbpedia.org/resource/Syria
Brooklyn	http://dbpedia.org/resource/Brooklyn
SpikeLee	http://dbpedia.org/resource/Spike_Lee
Iran	http://dbpedia.org/resource/Iran
McCain	http://dbpedia.org/resource/John_McCain
Syria	http://dbpedia.org/resource/Syria
US	http://dbpedia.org/resource/United_States
markknoller	NIL548
cbsboston	http://dbpedia.org/resource/WBZ-TV
Celtics	http://dbpedia.org/resource/Boston_Celtics
Jared_Sully0	http://dbpedia.org/resource/Jared_Sullinger
Waltham	http://dbpedia.org/resource/Waltham_Abbey_Church
Celtics	http://dbpedia.org/resource/Boston_Celtics
Jared Sullinger	http://dbpedia.org/resource/Jared_Sullinger
MySportsLegion	NIL959
Hip-Hop	http://dbpedia.org/resource/Hip_hop
Max B	http://dbpedia.org/resource/Max_B
XXL	http://dbpedia.org/resource/XXL_(magazine)
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
Boehner	http://dbpedia.org/resource/John_Boehner
Obama	http://dbpedia.org/resource/Barack_Obama
politico	http://dbpedia.org/resource/Politico
Syria	http://dbpedia.org/resource/Syria
France	http://dbpedia.org/resource/France
France	http://dbpedia.org/resource/France
PARIS	http://dbpedia.org/resource/Paris
Reuters	http://dbpedia.org/resource/Reuters
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
Gawker	http://dbpedia.org/resource/Gawker
HIV	http://dbpedia.org/resource/HIV
Robert Menendez	http://dbpedia.org/resource/Bob_Menendez
Syria	http://dbpedia.org/resource/Syria
cnnbrk	NIL858
AP	http://dbpedia.org/resource/Associated_Press
AP	http://dbpedia.org/resource/Associated_Press
Israel	http://dbpedia.org/resource/Israel
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
AP	http://dbpedia.org/resource/Associated_Press
Israel	http://dbpedia.org/resource/Israel
Obama	http://dbpedia.org/resource/Barack_Obama
Syria	http://dbpedia.org/resource/Syria
Ban Ki-Moon	http://dbpedia.org/resource/Ban_Ki-moon
MFrancoisCerrah	http://dbpedia.org/resource/Myriam_Francois-Cerrah
Syria	http://dbpedia.org/resource/Syria
David Miliband	http://dbpedia.org/resource/David_Miliband
Syria	http://dbpedia.org/resource/Syria
David Miliband	http://dbpedia.org/resource/David_Miliband
kmflett	http://dbpedia.org/resource/Keith_Flett
Syria	http://dbpedia.org/resource/Syria
Liam	NIL512
1DPaparazzis	NIL801
Liam	NIL512
1Dneews	NIL800
1DPaparazzis	NIL801
h0tlikepayne	NIL366
Liam	NIL512
Aldon Smith	http://dbpedia.org/resource/Aldon_Smith
nbcbayarea	http://dbpedia.org/resource/KNTV
San Jose	http://dbpedia.org/resource/San_Jose,_California
Aldon Smith	http://dbpedia.org/resource/Aldon_Smith
nbcbayarea	http://dbpedia.org/resource/KNTV
San Jose	http://dbpedia.org/resource/San_Jose,_California
patnicholss	NIL627
Andy	NIL159
liam	NIL512
Liam	NIL512
1DLittleSecret	NIL799
Putin	http://dbpedia.org/resource/Vladimir_Putin
RT_com	http://dbpedia.org/resource/RT_(TV_network)
Syria	http://dbpedia.org/resource/Syria
UNSC	http://dbpedia.org/resource/United_Nations_Security_Council
Rahul Gandhi	http://dbpedia.org/resource/Rahul_Gandhi
SRIRAMChannel	NIL1013
Rahul Gandhi	http://dbpedia.org/resource/Rahul_Gandhi
Karachi	http://dbpedia.org/resource/Karachi
Sindh	http://dbpedia.org/resource/Sindh
UmarCheema1	http://dbpedia.org/resource/Umar_Cheema
Zulfiqar Cheema	NIL797
EAST MEDITERRANEAN	http://dbpedia.org/resource/Eastern_Mediterranean
RUSSIA	http://dbpedia.org/resource/Russia
SYRIA	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
911BUFF	NIL116
Tyga	http://dbpedia.org/resource/Tyga
Tyga	http://dbpedia.org/resource/Tyga
Syrian	http://dbpedia.org/resource/Syrian_people
U.S. Navy	http://dbpedia.org/resource/United_States_Navy
kirstensalyer	NIL492
Ariel Castro	NIL172
Kentucky	http://dbpedia.org/resource/Kentucky
newscientist	http://dbpedia.org/resource/New_Scientist
AP	http://dbpedia.org/resource/Associated_Press
Caucasus	http://dbpedia.org/resource/Caucasus
Obama	http://dbpedia.org/resource/Barack_Obama
Putin	http://dbpedia.org/resource/Vladimir_Putin
Syria	http://dbpedia.org/resource/Syria
10TV	http://dbpedia.org/resource/10TV
East Mound Street	NIL33
French	http://dbpedia.org/resource/French_people
Iran	http://dbpedia.org/resource/Iran
Syria	http://dbpedia.org/resource/Syria
Cleveland	http://dbpedia.org/resource/Cleveland
Ohio	http://dbpedia.org/resource/Ohio
Joshua Broussard	NIL465
KPRCLocal2	NIL494
KPRCRobert	NIL495
Discovery Canyon Campus	http://dbpedia.org/resource/Discovery_Canyon_Campus_School
kktv11news	http://dbpedia.org/resource/KKTV
Foreign Relations Committee	http://dbpedia.org/resource/United_States_Senate_Committee_on_Foreign_Relations
nytimes	http://dbpedia.org/resource/The_New_York_Times
senators	http://dbpedia.org/resource/Ottawa_Senators
Syria	http://dbpedia.org/resource/Syria
EssexPoliceUK	http://dbpedia.org/resource/Essex_Police
Harlow	http://dbpedia.org/resource/Harlow
Jordan Wall	http://dbpedia.org/resource/Jordan_Wall
Rye Hill Road	NIL57
Puerto Rico	http://dbpedia.org/resource/Puerto_Rico
AlfredoFlores	NIL150
Baghdad	http://dbpedia.org/resource/Baghdad
Iraq	http://dbpedia.org/resource/Iraq
Mosul	http://dbpedia.org/resource/Mosul
reuters	http://dbpedia.org/resource/Reuters
Syria	http://dbpedia.org/resource/Syria
U.S.	http://dbpedia.org/resource/United_States
KLIA	http://dbpedia.org/resource/Kuala_Lumpur_International_Airport
justazie	NIL468
AirAsia	http://dbpedia.org/resource/AirAsia
KLIA	http://dbpedia.org/resource/Kuala_Lumpur_International_Airport
justazie	NIL468
Cairo	http://dbpedia.org/resource/Cairo
Egyptian	http://dbpedia.org/resource/Egyptians
AlArabiya_Eng	NIL814
A27	http://dbpedia.org/resource/A27_road
Emsworth	http://dbpedia.org/resource/Emsworth
A27	http://dbpedia.org/resource/A27_road
Emsworth	http://dbpedia.org/resource/Emsworth
Traffic_SouthE	NIL1043
ASUU	http://dbpedia.org/resource/Academic_Staff_Union_of_Universities
Kaduna	http://dbpedia.org/resource/Kaduna
ASUU	http://dbpedia.org/resource/Academic_Staff_Union_of_Universities
Kaduna	http://dbpedia.org/resource/Kaduna
dat_dopegurl	NIL865
abc13houston	NIL806
Nigerian	http://dbpedia.org/resource/Nigerians
OkGist	NIL974
ForRespect	NIL890
Haitham Mohamedain	http://dbpedia.org/resource/Haitham_Mohamedain
Suez	http://dbpedia.org/resource/Suez
MENAsolidarity	NIL947
Puerto Rico	http://dbpedia.org/resource/Puerto_Rico
Puerto Rico	http://dbpedia.org/resource/Puerto_Rico
Tropical Storm Gabrielle	http://dbpedia.org/resource/2013_Atlantic_hurricane_season
Russia	http://dbpedia.org/resource/Russia
