Surface form	Link
U.S. manufacturer	http://dbpedia.org/resource/General_Motors
U.S. manufacturer General Motors	http://dbpedia.org/resource/General_Motors
U.S. President Barack Obama	http://dbpedia.org/resource/Barack_Obama
U.S. President Barack Obama 's administration	http://dbpedia.org/resource/United_States
U.S. space launch contracts	NILL
U.S. space launch contracts	NILL
U.S. stock market	NILL
U.S. stocks	NILL
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK	http://dbpedia.org/resource/United_Kingdom
UK iTunes prices	NILL
UK RAF	http://dbpedia.org/resource/Royal_Air_Force
unit	NILL
United Kingdom	http://dbpedia.org/resource/United_Kingdom
United Kingdom	http://dbpedia.org/resource/United_Kingdom
United Kingdom	http://dbpedia.org/resource/United_Kingdom
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States	http://dbpedia.org/resource/United_States
United States Air Force	http://dbpedia.org/resource/United_States_Air_Force
United States Air Force officials	NILL
United States airframer Boeing	http://dbpedia.org/resource/Boeing
United States automobile company	http://dbpedia.org/resource/General_Motors
United States automobile manufacturing firm	http://dbpedia.org/resource/General_Motors
United States stock	NILL
United States stock indexes	NILL
United States stock market	NILL
up to 60 of its new mid-sized A350 jets	NILL
Uralsib	http://dbpedia.org/resource/Uralsib
Uralsib analyst	NILL
Uralsib analyst Chris Weafer	NILL
us	http://dbpedia.org/resource/AirTran_Airways
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
us	http://dbpedia.org/resource/Chrysler
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US	http://dbpedia.org/resource/United_States
US Air Force	http://dbpedia.org/resource/United_States_Air_Force
US Air Force tanker bid	NILL
US and Canadian	NILL
US automaker	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
US automaker	http://dbpedia.org/resource/General_Motors
US automaker bailout	NILL
US automaker GM	http://dbpedia.org/resource/General_Motors
US automakers	NILL
US automakers GM and Chrysler	NILL
US bank	NILL
US bank chief	http://dbpedia.org/resource/Ben_Bernanke
US bank chief Ben Bernanke	http://dbpedia.org/resource/Ben_Bernanke
US banks	NILL
US banks	NILL
US economy	http://dbpedia.org/resource/Economy_of_the_United_States
US economy	http://dbpedia.org/resource/Economy_of_the_United_States
US government	http://dbpedia.org/resource/United_States
US Government	http://dbpedia.org/resource/United_States
US governments	http://dbpedia.org/resource/United_States
US markets	NILL
US stock market	NILL
US stock markets	NILL
US stock markets	NILL
US stock markets	NILL
US stock markets	NILL
US stock markets	NILL
US stock markets	NILL
US stocks	NILL
US stocks	NILL
US stocks	NILL
US$ 5 billion in aid	NILL
user interface	http://dbpedia.org/resource/Quartz_Compositor
users	NILL
users	NILL
value	http://dbpedia.org/resource/Market_value
value	http://dbpedia.org/resource/Market_value
value	http://dbpedia.org/resource/Market_value
vehicle	NILL
vehicle	NILL
vehicle	NILL
version 10.4	http://dbpedia.org/resource/Mac_OS_X_Tiger
video	NILL
video	NILL
video	NILL
video and sound	NILL
video playback	NILL
video playback capabilities	NILL
VIP guests	NILL
Vladescu	http://dbpedia.org/resource/Sebastian_Vladescu
voice control	NILL
wage	NILL
Wal - Mart	NILL
Wal - Mart	NILL
Wal - Mart	NILL
Wal - Mart	NILL
Wal-Mart	NILL
Wall Street	NILL
Washington	http://dbpedia.org/resource/Washington_(state)
Washington	http://dbpedia.org/resource/Washington,_D.C.
Washington , in the United States	http://dbpedia.org/resource/Washington_(state)
Washington in the United States	http://dbpedia.org/resource/Washington_(state)
We	http://dbpedia.org/resource/Boeing
We	http://dbpedia.org/resource/Airbus
We	http://dbpedia.org/resource/Airbus
We	NILL
we	NILL
we	http://dbpedia.org/resource/Apple_Inc.
We	http://dbpedia.org/resource/Apple_Inc.
we	http://dbpedia.org/resource/United_States
we	http://dbpedia.org/resource/United_States
we	http://dbpedia.org/resource/Canada
We	http://dbpedia.org/resource/Canada
We	NILL
web browser	http://dbpedia.org/resource/Safari_(web_browser)
web browser Safari	http://dbpedia.org/resource/Safari_(web_browser)
what	NILL
where	http://dbpedia.org/resource/Singapore
which	NILL
which	NILL
which	http://dbpedia.org/resource/Qatar_Airways
which	NILL
which	http://dbpedia.org/resource/China_Eastern_Airlines
which	http://dbpedia.org/resource/China
which	http://dbpedia.org/resource/McDonnell_Douglas_DC-9
which	NILL
which	http://dbpedia.org/resource/Suvarnabhumi_Airport
which	NILL
which	NILL
which	NILL
which	NILL
which	http://dbpedia.org/resource/ILife
which	http://dbpedia.org/resource/IPod
which	http://dbpedia.org/resource/MacBook_family
which	http://dbpedia.org/resource/IPhone
which	http://dbpedia.org/resource/IPod_Touch
which	http://dbpedia.org/resource/Chrysler
which	http://dbpedia.org/resource/Germany
which	NILL
which	http://dbpedia.org/resource/General_Motors
which	http://dbpedia.org/resource/General_Motors
which	http://dbpedia.org/resource/Chrysler
which	NILL
which	http://dbpedia.org/resource/Market_value
which	NILL
which	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
which	http://dbpedia.org/resource/Yamato_Life
which	NILL
which	http://dbpedia.org/resource/Japan
which filed for bankruptcy and Chapter 11 protection from its creditors earlier today	http://dbpedia.org/resource/General_Motors
which had just exited bankruptcy	http://dbpedia.org/resource/Chrysler
which he thanked for its role in selling a corporate stake in GM Europe	http://dbpedia.org/resource/Germany
which he thanked for their roles	NILL
which will be built in Australia	NILL
White House	http://dbpedia.org/resource/United_States
White House	http://dbpedia.org/resource/United_States
who	http://dbpedia.org/resource/AirTanker_Services
who	NILL
who had forecast that the auto company would lose money	NILL
whose	NILL
whose franchises	NILL
William Clay Ford Jr.	http://dbpedia.org/resource/William_Clay_Ford,_Jr.
workers	NILL
world	http://dbpedia.org/resource/Earth
world	http://dbpedia.org/resource/Earth
world	http://dbpedia.org/resource/Earth
world	http://dbpedia.org/resource/Earth
world 's central banks	http://dbpedia.org/resource/Central_bank
World 's largest passenger airliner	http://dbpedia.org/resource/Airbus_A380
world 's largest passenger plane	http://dbpedia.org/resource/Airbus_A380
World stocks	NILL
Worldwide markets	http://dbpedia.org/resource/Stock_market
Wyoming	http://dbpedia.org/resource/Wyoming
Xiamen Airlines	http://dbpedia.org/resource/Xiamen_Airlines
Xinhua	http://dbpedia.org/resource/Xinhua_News_Agency
Yamato Life Insurance Company	http://dbpedia.org/resource/Yamato_Life
yen	http://dbpedia.org/resource/Japanese_yen
you	NILL
you	NILL
